=== L3 alg2 10k ===
=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 3, Norm bitsize: 193, Iterations: 10000

Generating 10000 random ideal lattice pairs (bitsize=193)...
Mode: alg2
  Set 1: 44219.51 ms
  Set 2: 43860.51 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
271  |   193 |    3179 |    4525     385    4525 |     770     385     770 |    0.1    9.6    0.6
272  |   194 |    3271 |    5357     384    5357 |     769     384     769 |    0.2   13.7    0.8
273  |   193 |    2865 |    5338     384    5338 |     767     384     767 |    0.2    9.7    0.6
274  |   194 |    3288 |    4620     385    4620 |     771     386     771 |    0.2   10.5    0.7
275  |   194 |    3280 |    5375     385    5375 |     770     385     770 |    0.2   10.1    0.6
276  |   193 |    3261 |    5352     384    5352 |     767     384     767 |    0.2   12.8    0.7
277  |   193 |    3257 |    5347     383    5347 |     766     383     766 |    0.2   13.4    0.7
278  |   194 |    2487 |    5366     384    5366 |     769     384     769 |    0.2   13.5    0.8
279  |   194 |    3266 |    5356     384    5356 |     767     384     767 |    0.2   12.9    0.7
280  |   194 |    3276 |    5364     385    5364 |     770     385     770 |    0.2   13.0    0.7
281  |   194 |    2291 |    4603     384    4603 |     767     384     767 |    0.1   10.5    0.7
282  |   194 |    2864 |    5364     384    5364 |     768     384     768 |    0.2    9.7    0.6
283  |   194 |    2297 |    5367     385    5367 |     769     385     769 |    0.2    9.9    0.6
284  |   193 |    2654 |    5302     384    5302 |     770     384     770 |    0.2    9.5    0.6
285  |   193 |    3273 |    5369     384    5369 |     769     385     769 |    0.2   13.9    0.8
286  |   194 |    3283 |    5376     385    5376 |     770     385     770 |    0.2   14.6    0.7
287  |   194 |    3282 |    5379     385    5379 |     770     385     770 |    0.2   13.8    0.7
288  |   194 |    2283 |    4603     384    4603 |     768     384     768 |    0.2    9.8    0.7
289  |   194 |    3262 |    5361     384    5361 |     769     385     769 |    0.2   12.6    0.7
290  |   194 |    3276 |    5361     385    5361 |     769     384     769 |    0.2   12.7    0.7
291  |   194 |    3234 |    5339     385    5339 |     770     385     770 |    0.2    9.5    0.6
292  |   192 |    2269 |    5334     383    5334 |     765     383     765 |    0.1   14.3    0.9
293  |   194 |    3272 |    5367     384    5367 |     769     384     769 |    0.3   15.8    0.7
294  |   193 |    2098 |    5354     383    5354 |     767     383     767 |    0.2    9.5    0.6
295  |   194 |    3281 |    5372     386    5372 |     772     386     772 |    0.2   12.8    0.7
